"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"16-Dec-2020","EQ","1.45","1.50","1.45","1.45","1.50","1.50","1.46","2.05","1.00","3,14,608","4,59,561.95","274"
"15-Dec-2020","EQ","1.50","1.50","1.45","1.50","1.50","1.45","1.47","2.05","1.00","74,107","1,09,095.00","231"
"14-Dec-2020","EQ","1.55","1.60","1.50","1.55","1.55","1.50","1.53","2.05","1.00","3,32,071","5,08,942.65","280"
"11-Dec-2020","EQ","1.55","1.55","1.45","1.50","1.55","1.55","1.53","2.05","1.00","2,16,430","3,30,778.05","254"
"10-Dec-2020","EQ","1.50","1.50","1.40","1.45","1.50","1.50","1.46","2.05","1.00","3,89,155","5,69,847.95","210"
"09-Dec-2020","EQ","1.50","1.55","1.45","1.50","1.45","1.45","1.50","2.05","1.00","4,50,395","6,74,880.40","385"
"08-Dec-2020","EQ","1.60","1.60","1.50","1.55","1.50","1.50","1.51","2.05","1.00","2,39,030","3,61,321.15","307"
"07-Dec-2020","EQ","1.65","1.65","1.55","1.60","1.55","1.55","1.61","2.05","1.00","7,16,806","11,52,869.10","354"
"04-Dec-2020","EQ","1.60","1.60","1.60","1.55","1.60","1.60","1.60","2.05","1.00","1,97,013","3,15,220.80","81"
"03-Dec-2020","EQ","1.55","1.55","1.55","1.45","1.55","1.55","1.55","2.05","1.00","1,27,431","1,97,518.05","72"
"02-Dec-2020","EQ","1.45","1.45","1.45","1.35","1.45","1.45","1.45","2.05","1.00","2,76,091","4,00,331.95","93"
"01-Dec-2020","EQ","1.25","1.35","1.25","1.25","1.35","1.35","1.30","2.05","1.00","6,81,346","8,88,893.05","312"
"27-Nov-2020","EQ","1.25","1.25","1.20","1.20","1.25","1.25","1.23","2.05","1.00","1,22,854","1,50,728.00","262"
"26-Nov-2020","EQ","1.20","1.25","1.15","1.20","1.25","1.20","1.21","2.05","1.00","2,56,500","3,09,696.70","237"
"25-Nov-2020","EQ","1.20","1.25","1.15","1.20","1.20","1.20","1.19","2.05","1.00","86,212","1,02,665.35","135"
"24-Nov-2020","EQ","1.20","1.20","1.15","1.20","1.20","1.20","1.18","2.05","1.00","1,86,740","2,20,627.80","309"
"23-Nov-2020","EQ","1.15","1.20","1.15","1.20","1.20","1.20","1.17","2.05","1.00","1,75,401","2,04,846.80","243"
"20-Nov-2020","EQ","1.20","1.20","1.10","1.15","1.20","1.20","1.18","2.05","1.00","3,57,178","4,22,952.95","158"
"19-Nov-2020","EQ","1.20","1.20","1.10","1.20","1.15","1.15","1.16","2.05","1.00","3,07,135","3,55,402.25","265"
"18-Nov-2020","EQ","1.15","1.20","1.15","1.20","1.20","1.20","1.18","2.05","1.00","1,12,783","1,32,772.75","123"
"17-Nov-2020","EQ","1.20","1.20","1.15","1.20","1.15","1.20","1.17","2.05","1.00","40,091","46,892.90","115"
"14-Nov-2020","EQ","1.15","1.20","1.15","1.20","1.20","1.20","1.20","2.05","1.00","1,14,995","1,37,707.55","45"
"13-Nov-2020","EQ","1.20","1.20","1.15","1.15","1.20","1.20","1.19","2.05","1.00","1,07,095","1,27,123.75","236"
"12-Nov-2020","EQ","1.20","1.20","1.15","1.20","1.20","1.15","1.18","2.05","1.00","84,381","99,471.75","121"
"11-Nov-2020","EQ","1.15","1.20","1.15","1.20","1.15","1.20","1.16","2.05","1.00","1,67,054","1,94,110.50","152"
"10-Nov-2020","EQ","1.20","1.20","1.15","1.15","1.15","1.20","1.17","2.05","1.00","71,624","84,149.90","172"
"09-Nov-2020","EQ","1.15","1.20","1.15","1.15","1.20","1.15","1.16","2.05","1.00","84,743","98,248.10","185"
"06-Nov-2020","EQ","1.20","1.20","1.10","1.20","1.20","1.15","1.16","2.05","1.00","98,511","1,14,231.75","94"
"05-Nov-2020","EQ","1.20","1.20","1.10","1.15","1.20","1.20","1.18","2.05","1.00","76,968","90,618.70","70"
"04-Nov-2020","EQ","1.10","1.20","1.10","1.15","1.20","1.15","1.13","2.05","1.00","1,06,154","1,20,303.70","93"
"03-Nov-2020","EQ","1.15","1.20","1.15","1.15","1.15","1.15","1.15","2.05","1.00","66,637","76,951.10","140"
"02-Nov-2020","EQ","1.20","1.20","1.15","1.20","1.20","1.15","1.16","2.05","1.00","1,21,295","1,40,345.80","133"
"30-Oct-2020","EQ","1.20","1.20","1.15","1.20","1.20","1.20","1.16","2.05","1.00","1,50,950","1,75,825.20","160"
"29-Oct-2020","EQ","1.20","1.20","1.15","1.15","1.20","1.20","1.18","2.05","1.00","41,830","49,304.80","81"
"28-Oct-2020","EQ","1.25","1.25","1.15","1.25","1.15","1.15","1.19","2.05","1.00","2,65,261","3,16,229.35","141"
"27-Oct-2020","EQ","1.20","1.25","1.15","1.20","1.25","1.25","1.22","2.05","1.00","73,096","88,996.50","65"
"26-Oct-2020","EQ","1.20","1.30","1.15","1.20","1.20","1.20","1.22","2.05","1.00","4,88,459","5,93,948.10","119"
"23-Oct-2020","EQ","1.20","1.20","1.15","1.15","1.20","1.20","1.17","2.05","1.00","1,04,613","1,22,059.75","80"
"22-Oct-2020","EQ","1.15","1.20","1.15","1.20","1.15","1.15","1.16","2.05","1.00","2,00,247","2,33,052.75","94"
"21-Oct-2020","EQ","1.25","1.25","1.15","1.20","1.20","1.20","1.18","2.05","1.00","68,569","81,115.55","67"
"20-Oct-2020","EQ","1.20","1.20","1.15","1.20","1.20","1.20","1.19","2.05","1.00","1,30,791","1,55,222.05","62"
"19-Oct-2020","EQ","1.15","1.20","1.10","1.10","1.20","1.20","1.17","2.05","1.00","2,40,554","2,81,206.75","89"
"16-Oct-2020","EQ","1.15","1.20","1.10","1.15","1.15","1.10","1.13","2.05","1.00","2,92,864","3,30,417.50","173"
"15-Oct-2020","EQ","1.10","1.15","1.10","1.10","1.15","1.15","1.13","2.05","1.00","1,44,555","1,63,428.55","61"
"14-Oct-2020","EQ","1.20","1.20","1.05","1.15","1.10","1.10","1.10","2.05","1.00","5,19,146","5,70,958.00","153"
"13-Oct-2020","EQ","1.10","1.20","1.05","1.15","1.15","1.15","1.12","2.05","1.00","2,47,008","2,76,806.15","168"
"12-Oct-2020","EQ","1.10","1.15","1.05","1.10","1.15","1.15","1.10","2.05","1.00","3,42,785","3,78,218.30","143"
"09-Oct-2020","EQ","1.15","1.20","1.10","1.10","1.15","1.10","1.12","2.05","1.00","2,46,562","2,76,835.35","153"
"08-Oct-2020","EQ","1.15","1.15","1.05","1.10","1.10","1.10","1.11","2.05","1.00","2,63,365","2,92,102.45","131"
"07-Oct-2020","EQ","1.15","1.20","1.10","1.15","1.10","1.10","1.12","2.05","1.00","1,84,392","2,07,007.60","76"
"06-Oct-2020","EQ","1.20","1.20","1.10","1.15","1.20","1.15","1.16","2.05","1.00","93,866","1,08,919.05","90"
"05-Oct-2020","EQ","1.10","1.15","1.10","1.10","1.15","1.15","1.14","2.05","1.00","77,066","88,100.65","95"
"01-Oct-2020","EQ","1.10","1.15","1.10","1.15","1.10","1.10","1.11","2.05","1.00","55,028","61,126.75","54"
"30-Sep-2020","EQ","1.10","1.15","1.10","1.15","1.15","1.15","1.13","2.05","1.00","42,375","47,719.40","78"
"29-Sep-2020","EQ","1.10","1.15","1.10","1.15","1.15","1.15","1.12","2.05","1.00","1,27,921","1,43,624.45","76"
"28-Sep-2020","EQ","1.15","1.15","1.10","1.15","1.15","1.15","1.14","2.05","1.00","73,422","83,838.80","85"
"25-Sep-2020","EQ","1.15","1.20","1.10","1.15","1.15","1.15","1.16","2.05","1.00","1,31,044","1,52,433.00","93"
"24-Sep-2020","EQ","1.15","1.15","1.10","1.15","1.15","1.15","1.12","2.05","1.00","77,430","86,473.00","101"
"23-Sep-2020","EQ","1.10","1.20","1.10","1.15","1.15","1.15","1.11","2.05","1.00","2,53,424","2,81,208.05","157"
"22-Sep-2020","EQ","1.20","1.20","1.15","1.20","1.15","1.15","1.15","2.05","1.00","2,28,897","2,63,379.60","162"
"21-Sep-2020","EQ","1.25","1.25","1.15","1.20","1.15","1.20","1.20","2.05","1.00","11,48,763","13,77,100.30","228"
"18-Sep-2020","EQ","1.25","1.25","1.20","1.20","1.25","1.20","1.23","2.05","1.00","58,118","71,297.50","85"
"17-Sep-2020","EQ","1.20","1.30","1.20","1.25","1.20","1.20","1.25","2.05","1.00","1,33,061","1,66,525.40","139"
"16-Sep-2020","EQ","1.25","1.30","1.20","1.25","1.25","1.25","1.25","2.05","1.00","79,308","99,474.25","104"
"15-Sep-2020","EQ","1.30","1.30","1.20","1.25","1.20","1.25","1.26","2.05","1.00","1,38,998","1,74,767.55","319"
"14-Sep-2020","EQ","1.25","1.30","1.20","1.25","1.30","1.25","1.26","2.05","1.00","1,29,802","1,64,065.50","123"
"11-Sep-2020","EQ","1.20","1.25","1.15","1.20","1.25","1.25","1.23","2.05","1.00","3,50,905","4,30,038.70","127"
"10-Sep-2020","EQ","1.30","1.30","1.20","1.25","1.25","1.20","1.23","2.05","1.00","3,58,607","4,41,273.00","123"
"09-Sep-2020","EQ","1.30","1.30","1.25","1.30","1.25","1.25","1.25","2.05","1.00","2,25,141","2,82,151.40","77"
"08-Sep-2020","EQ","1.35","1.35","1.30","1.35","1.30","1.30","1.30","2.05","1.00","2,59,605","3,38,625.15","137"
"07-Sep-2020","EQ","1.30","1.35","1.30","1.30","1.35","1.35","1.31","2.05","1.00","1,17,046","1,53,355.25","162"
"04-Sep-2020","EQ","1.30","1.35","1.30","1.30","1.30","1.30","1.31","2.05","1.00","1,95,662","2,56,502.95","157"
"03-Sep-2020","EQ","1.35","1.35","1.30","1.30","1.35","1.30","1.33","2.05","1.00","2,98,545","3,98,461.95","131"
"02-Sep-2020","EQ","1.35","1.35","1.25","1.30","1.30","1.30","1.30","2.05","1.00","84,176","1,09,386.55","86"
"01-Sep-2020","EQ","1.30","1.40","1.30","1.35","1.30","1.30","1.30","2.05","1.00","3,37,437","4,39,716.10","154"
"31-Aug-2020","EQ","1.40","1.40","1.35","1.40","1.40","1.35","1.36","2.05","1.00","7,28,338","9,87,758.50","224"
"28-Aug-2020","EQ","1.40","1.45","1.35","1.40","1.40","1.40","1.39","2.05","1.00","6,90,918","9,62,997.50","300"
"27-Aug-2020","EQ","1.40","1.40","1.30","1.35","1.40","1.40","1.37","2.05","1.00","5,67,785","7,76,648.85","365"
"26-Aug-2020","EQ","1.40","1.40","1.30","1.35","1.35","1.35","1.36","2.05","1.00","2,14,584","2,91,853.45","143"
"25-Aug-2020","EQ","1.40","1.40","1.35","1.35","1.40","1.35","1.37","2.05","1.00","4,10,125","5,62,173.75","107"
"24-Aug-2020","EQ","1.40","1.40","1.35","1.40","1.40","1.35","1.38","2.05","1.00","1,55,184","2,14,405.15","96"
"21-Aug-2020","EQ","1.35","1.40","1.30","1.35","1.35","1.40","1.37","2.05","1.00","3,49,718","4,78,399.95","181"
"20-Aug-2020","EQ","1.40","1.40","1.35","1.40","1.40","1.35","1.35","2.05","1.00","4,17,569","5,64,329.45","159"
"19-Aug-2020","EQ","1.45","1.45","1.40","1.45","1.40","1.40","1.42","2.05","1.00","1,78,629","2,54,001.40","131"
"18-Aug-2020","EQ","1.40","1.45","1.40","1.40","1.45","1.45","1.41","2.05","1.00","1,59,030","2,24,545.50","93"
"01-Jul-2020","EQ","1.85","1.85","1.75","1.80","1.75","1.75","1.79","2.05","1.00","3,56,442","6,37,353.85","237"
"30-Jun-2020","EQ","1.80","1.80","1.80","1.75","1.80","1.80","1.80","2.05","1.00","1,36,658","2,45,984.40","41"
"29-Jun-2020","EQ","1.75","1.75","1.75","1.70","1.75","1.75","1.75","2.05","1.00","5,98,078","10,46,636.50","77"
"26-Jun-2020","EQ","1.70","1.70","1.70","1.65","1.70","1.70","1.70","2.05","1.00","52,822","89,797.40","28"
"25-Jun-2020","EQ","1.65","1.65","1.65","1.60","1.65","1.65","1.65","2.05","1.00","2,30,303","3,79,999.95","51"
"24-Jun-2020","EQ","1.60","1.60","1.60","1.55","1.60","1.60","1.60","2.05","1.00","3,03,375","4,85,400.00","38"
"23-Jun-2020","EQ","1.55","1.55","1.55","1.50","1.55","1.55","1.55","2.05","1.00","58,379","90,487.45","26"
"22-Jun-2020","EQ","1.50","1.50","1.50","1.45","1.50","1.50","1.50","2.05","1.00","3,04,322","4,56,483.00","52"
"19-Jun-2020","EQ","1.45","1.45","1.45","1.40","1.45","1.45","1.45","2.05","1.00","51,691","74,951.95","32"
"18-Jun-2020","EQ","1.40","1.40","1.35","1.35","1.40","1.40","1.40","2.05","1.00","2,31,014","3,23,362.75","102"
"17-Jun-2020","EQ","1.35","1.35","1.30","1.30","1.35","1.35","1.35","2.05","1.00","1,19,752","1,61,074.00","79"
"16-Jun-2020","EQ","1.30","1.35","1.30","1.30","1.35","1.30","1.34","2.05","1.00","2,16,868","2,91,163.70","120"
"15-Jun-2020","EQ","1.40","1.40","1.30","1.35","1.30","1.30","1.34","2.05","1.00","3,19,252","4,28,228.15","213"
"12-Jun-2020","EQ","1.35","1.40","1.35","1.40","1.40","1.35","1.35","2.05","1.00","1,99,822","2,69,898.55","112"
"11-Jun-2020","EQ","1.50","1.50","1.40","1.45","1.40","1.40","1.41","2.05","1.00","4,97,810","7,04,394.10","228"
"10-Jun-2020","EQ","1.55","1.55","1.45","1.50","1.45","1.45","1.47","2.05","1.00","4,92,643","7,21,785.15","339"
"09-Jun-2020","EQ","1.50","1.50","1.50","1.40","1.50","1.50","1.50","2.05","1.00","1,99,630","2,99,445.00","87"
"08-Jun-2020","EQ","1.40","1.40","1.40","1.30","1.40","1.40","1.40","2.05","1.00","1,31,475","1,84,065.00","52"
"05-Jun-2020","EQ","1.20","1.30","1.20","1.20","1.30","1.30","1.28","2.05","1.00","5,12,382","6,56,374.20","192"
"04-Jun-2020","EQ","1.20","1.20","1.15","1.15","1.20","1.20","1.20","2.05","1.00","2,77,453","3,31,823.50","134"
"03-Jun-2020","EQ","1.20","1.25","1.15","1.20","1.20","1.15","1.18","2.05","1.00","12,38,826","14,62,596.60","314"
"02-Jun-2020","EQ","1.20","1.20","1.15","1.15","1.20","1.20","1.19","2.05","1.00","5,81,964","6,94,322.85","167"
"01-Jun-2020","EQ","1.15","1.15","1.15","1.10","1.15","1.15","1.15","2.05","1.00","92,255","1,06,093.25","38"
"29-May-2020","EQ","1.10","1.10","1.10","1.05","1.10","1.10","1.10","2.20","1.00","90,309","99,339.90","48"
"28-May-2020","EQ","1.05","1.05","1.00","1.00","1.05","1.05","1.05","2.20","1.00","3,50,277","3,66,503.30","110"
"27-May-2020","EQ","1.10","1.10","1.00","1.05","1.05","1.00","1.04","2.20","1.00","2,90,593","3,02,257.45","120"
"26-May-2020","EQ","1.05","1.10","1.00","1.05","1.05","1.05","1.06","2.20","1.00","1,05,799","1,11,969.20","109"
"22-May-2020","EQ","1.10","1.10","1.05","1.10","1.05","1.05","1.06","2.25","1.00","71,207","75,214.25","48"
"21-May-2020","EQ","1.05","1.10","1.00","1.05","1.10","1.10","1.08","2.25","1.00","2,37,224","2,55,891.95","105"
"20-May-2020","EQ","1.10","1.10","1.05","1.05","1.10","1.05","1.07","2.25","1.05","1,02,505","1,09,710.75","79"
"19-May-2020","EQ","1.15","1.15","1.05","1.10","1.10","1.05","1.07","2.25","1.05","2,01,267","2,16,016.75","114"
"18-May-2020","EQ","1.15","1.15","1.10","1.15","1.10","1.10","1.11","2.25","1.05","4,11,839","4,55,771.25","89"
"15-May-2020","EQ","1.10","1.15","1.10","1.15","1.15","1.15","1.13","2.25","1.05","2,27,004","2,56,154.30","74"
"14-May-2020","EQ","1.15","1.20","1.10","1.15","1.15","1.15","1.11","2.25","1.05","1,51,257","1,68,093.15","145"
"13-May-2020","EQ","1.15","1.15","1.05","1.10","1.15","1.15","1.10","2.25","1.05","3,71,930","4,10,755.45","120"
"12-May-2020","EQ","1.10","1.15","1.05","1.10","1.10","1.10","1.08","2.25","1.05","3,47,763","3,77,099.50","120"
"11-May-2020","EQ","1.15","1.15","1.10","1.15","1.10","1.10","1.13","2.25","1.05","3,48,956","3,95,761.65","119"
"08-May-2020","EQ","1.20","1.20","1.15","1.15","1.15","1.15","1.18","2.25","1.05","2,13,648","2,51,154.25","149"
"07-May-2020","EQ","1.20","1.20","1.15","1.20","1.20","1.15","1.18","2.25","1.05","1,05,560","1,24,265.65","103"
"06-May-2020","EQ","1.20","1.20","1.15","1.15","1.20","1.20","1.17","2.25","1.05","29,185","34,111.95","179"
"05-May-2020","EQ","1.25","1.25","1.15","1.20","1.20","1.15","1.18","2.25","1.05","96,988","1,14,753.70","217"
"04-May-2020","EQ","1.25","1.25","1.15","1.20","1.20","1.20","1.19","2.25","1.05","1,98,844","2,36,731.75","161"
"30-Apr-2020","EQ","1.25","1.25","1.15","1.20","1.25","1.20","1.22","2.25","1.05","3,61,459","4,39,363.15","207"
"29-Apr-2020","EQ","1.20","1.25","1.15","1.20","1.20","1.20","1.20","2.25","1.05","1,44,504","1,73,295.30","164"
"28-Apr-2020","EQ","1.15","1.20","1.15","1.15","1.20","1.20","1.18","2.25","1.05","77,390","90,970.60","222"
"27-Apr-2020","EQ","1.20","1.25","1.15","1.20","1.20","1.15","1.19","2.25","1.05","2,36,492","2,81,174.10","131"
