"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"01-Mar-2024","EQ","3.25","3.35","3.10","3.15","3.30","3.25","3.26","4.20","2.70","1,11,94,189","3,64,64,842.70","2,307"
"29-Feb-2024","EQ","3.40","3.45","3.05","3.35","3.20","3.15","3.21","4.20","2.70","1,28,83,261","4,13,76,891.20","2,484"
"28-Feb-2024","EQ","3.55","3.60","3.30","3.50","3.30","3.35","3.44","4.20","2.70","1,07,44,754","3,69,32,821.30","2,740"
"27-Feb-2024","EQ","3.45","3.60","3.30","3.45","3.60","3.50","3.45","4.20","2.70","1,30,16,264","4,49,20,726.50","3,476"
"26-Feb-2024","EQ","3.70","3.80","3.30","3.65","3.45","3.45","3.49","4.20","2.70","1,85,21,040","6,47,13,048.65","5,268"
"23-Feb-2024","EQ","3.60","4.20","3.45","3.55","3.65","3.65","3.78","4.20","2.70","12,34,54,242","46,70,71,163.20","17,528"
"22-Feb-2024","EQ","3.15","3.60","2.95","3.10","3.45","3.55","3.46","3.60","2.70","3,96,88,196","13,72,46,976.50","5,728"
"21-Feb-2024","EQ","3.20","3.25","3.05","3.15","3.05","3.10","3.17","3.50","2.70","30,38,513","96,25,213.95","1,040"
"20-Feb-2024","EQ","3.05","3.25","3.05","3.10","3.20","3.15","3.19","3.50","2.70","33,84,499","1,08,12,397.20","1,263"
"19-Feb-2024","EQ","3.15","3.30","3.05","3.15","3.10","3.10","3.19","3.50","2.70","31,27,644","99,67,201.55","1,376"
"16-Feb-2024","EQ","3.25","3.30","3.10","3.25","3.10","3.15","3.17","3.50","2.70","29,22,950","92,63,051.60","1,312"
"15-Feb-2024","EQ","3.15","3.30","3.10","3.10","3.25","3.25","3.23","3.50","2.70","33,56,587","1,08,35,080.35","1,549"
"14-Feb-2024","EQ","3.25","3.30","3.10","3.25","3.10","3.10","3.21","3.50","2.70","35,97,080","1,15,33,757.60","1,296"
"13-Feb-2024","EQ","3.40","3.40","3.20","3.25","3.35","3.25","3.32","3.50","2.70","61,39,144","2,03,74,777.40","2,254"
"12-Feb-2024","EQ","3.50","3.50","3.15","3.05","3.30","3.25","3.36","3.50","2.70","97,17,166","3,26,72,095.35","3,919"
"22-Sep-2023","EQ","3.45","3.50","3.30","3.45","3.40","3.40","3.38","3.70","1.95","17,40,893","58,85,680.50","1,280"
"21-Sep-2023","EQ","3.50","3.70","3.35","3.45","3.40","3.45","3.55","3.70","1.95","52,04,683","1,84,69,206.60","1,737"
"20-Sep-2023","EQ","3.50","3.65","3.35","3.40","3.50","3.45","3.46","3.65","1.95","38,56,445","1,33,41,512.80","2,093"
"18-Sep-2023","EQ","3.25","3.55","3.25","3.20","3.40","3.40","3.39","3.55","1.95","70,76,896","2,39,83,863.25","2,498"
"15-Sep-2023","EQ","3.15","3.25","3.10","3.15","3.20","3.20","3.19","3.45","1.95","25,13,433","80,19,214.80","1,125"
"14-Sep-2023","EQ","3.10","3.20","3.10","3.10","3.10","3.15","3.13","3.45","1.95","10,60,562","33,24,721.55","2,587"
"13-Sep-2023","EQ","3.20","3.25","3.00","3.15","3.10","3.10","3.09","3.45","1.95","14,11,160","43,65,879.45","1,357"
"12-Sep-2023","EQ","3.35","3.45","2.85","3.25","3.15","3.15","3.16","3.45","1.95","50,17,045","1,58,38,162.90","3,527"
"11-Sep-2023","EQ","3.30","3.35","3.05","3.10","3.25","3.25","3.20","3.40","1.95","34,69,577","1,10,95,322.00","2,003"
"08-Sep-2023","EQ","3.05","3.20","3.00","2.95","3.15","3.10","3.09","3.50","1.95","50,39,732","1,55,74,039.20","2,118"
"07-Sep-2023","EQ","2.65","3.10","2.55","2.60","2.95","2.95","2.90","3.50","1.95","62,53,636","1,81,34,659.05","2,033"
"06-Sep-2023","EQ","2.65","2.75","2.55","2.65","2.60","2.60","2.63","3.50","1.95","8,07,238","21,26,056.45","467"
"05-Sep-2023","EQ","2.65","2.75","2.60","2.60","2.65","2.65","2.66","3.50","1.95","22,56,849","60,05,222.80","922"
"04-Sep-2023","EQ","2.60","2.65","2.55","2.55","2.60","2.60","2.60","3.50","1.95","14,26,366","37,08,361.95","908"
"01-Sep-2023","EQ","2.60","2.65","2.50","2.60","2.55","2.55","2.56","3.50","1.95","9,24,363","23,68,377.85","710"
"31-Aug-2023","EQ","2.50","2.70","2.45","2.45","2.60","2.60","2.59","3.50","1.95","24,74,519","64,16,497.40","992"
"30-Aug-2023","EQ","2.65","2.65","2.40","2.65","2.45","2.45","2.52","3.50","1.95","24,87,267","62,71,016.45","1,104"
"29-Aug-2023","EQ","2.80","2.80","2.50","2.65","2.65","2.65","2.66","3.50","1.95","28,18,226","74,92,721.25","1,659"
"28-Aug-2023","EQ","2.35","2.75","2.30","2.30","2.70","2.65","2.61","3.50","1.95","72,51,918","1,89,38,376.65","2,959"
"25-Aug-2023","EQ","2.30","2.40","2.25","2.25","2.30","2.30","2.31","3.50","1.95","15,03,806","34,80,615.40","991"
"24-Aug-2023","EQ","2.15","2.30","2.15","2.15","2.30","2.25","2.22","3.50","1.95","22,68,743","50,46,333.65","808"
"23-Aug-2023","EQ","2.15","2.20","2.15","2.15","2.15","2.15","2.17","3.50","1.95","9,57,587","20,74,161.25","432"
"22-Aug-2023","EQ","2.15","2.20","2.10","2.10","2.15","2.15","2.15","3.50","1.95","9,77,107","20,97,186.70","344"
"21-Aug-2023","EQ","2.15","2.15","2.10","2.15","2.15","2.10","2.12","3.50","1.95","2,63,594","5,58,979.05","342"
"18-Aug-2023","EQ","2.15","2.15","2.10","2.10","2.15","2.15","2.13","3.50","1.95","1,77,919","3,79,382.95","311"
"17-Aug-2023","EQ","2.15","2.15","2.10","2.10","2.15","2.10","2.13","3.50","1.95","7,97,123","16,98,453.40","301"
"16-Aug-2023","EQ","2.15","2.20","2.10","2.15","2.15","2.10","2.14","3.50","1.95","3,42,381","7,31,971.65","324"
"14-Aug-2023","EQ","2.15","2.20","2.10","2.15","2.10","2.15","2.14","3.50","1.95","3,21,900","6,88,131.05","343"
"11-Aug-2023","EQ","2.20","2.25","2.10","2.15","2.20","2.15","2.19","3.90","1.95","9,35,205","20,43,532.85","444"
"10-Aug-2023","EQ","2.20","2.20","2.10","2.20","2.10","2.15","2.16","3.90","1.95","3,59,049","7,75,625.45","359"
"09-Aug-2023","EQ","2.20","2.20","2.10","2.15","2.20","2.20","2.16","3.90","1.95","3,19,861","6,91,334.85","298"
"08-Aug-2023","EQ","2.10","2.20","2.10","2.15","2.15","2.15","2.15","3.90","1.95","7,05,042","15,18,661.35","376"
"07-Aug-2023","EQ","2.10","2.15","2.10","2.10","2.15","2.15","2.13","3.90","1.95","8,96,183","19,05,466.30","307"
"04-Aug-2023","EQ","2.10","2.15","2.10","2.15","2.15","2.10","2.12","3.90","1.95","3,36,587","7,13,602.75","358"
"03-Aug-2023","EQ","2.15","2.20","2.05","2.10","2.15","2.15","2.11","3.90","1.95","17,33,704","36,62,457.95","439"
"02-Aug-2023","EQ","2.15","2.20","2.10","2.15","2.15","2.10","2.14","3.90","1.95","9,50,648","20,37,147.75","452"
"01-Aug-2023","EQ","2.15","2.15","2.10","2.15","2.15","2.15","2.13","3.90","1.95","5,27,505","11,24,357.95","339"
"31-Jul-2023","EQ","2.10","2.15","2.05","2.15","2.10","2.15","2.10","3.90","1.95","10,16,903","21,33,252.30","582"
"28-Jul-2023","EQ","2.15","2.15","2.05","2.15","2.15","2.15","2.10","3.90","1.95","5,79,966","12,20,493.30","435"
"27-Jul-2023","EQ","2.15","2.15","2.05","2.15","2.15","2.15","2.11","3.90","1.95","8,11,354","17,09,476.70","515"
"26-Jul-2023","EQ","2.15","2.20","2.10","2.10","2.15","2.15","2.13","3.90","1.95","4,13,427","8,80,734.20","267"
"25-Jul-2023","EQ","2.20","2.20","2.10","2.10","2.15","2.10","2.14","3.90","1.95","4,73,216","10,13,380.00","262"
"24-Jul-2023","EQ","2.20","2.20","2.10","2.10","2.15","2.10","2.14","3.90","1.95","3,99,303","8,55,786.20","367"
"21-Jul-2023","EQ","2.15","2.20","2.10","2.15","2.15","2.10","2.14","3.90","1.95","2,99,567","6,42,241.10","363"
"20-Jul-2023","EQ","2.15","2.20","2.10","2.15","2.15","2.15","2.16","3.90","1.95","3,37,067","7,27,786.70","318"
"19-Jul-2023","EQ","2.20","2.20","2.10","2.20","2.20","2.15","2.15","3.90","1.95","10,90,464","23,42,989.00","520"
"18-Jul-2023","EQ","2.20","2.20","2.15","2.15","2.20","2.20","2.18","3.90","1.95","1,29,285","2,82,189.80","245"
"17-Jul-2023","EQ","2.20","2.20","2.15","2.20","2.20","2.15","2.17","3.90","1.95","4,32,916","9,40,599.00","350"
"14-Jul-2023","EQ","2.25","2.25","2.10","2.20","2.15","2.20","2.16","3.90","1.95","8,75,377","18,89,246.90","361"
"13-Jul-2023","EQ","2.25","2.25","2.20","2.20","2.20","2.20","2.21","3.90","1.95","3,74,836","8,28,375.30","221"
"12-Jul-2023","EQ","2.25","2.25","2.20","2.20","2.20","2.20","2.24","3.90","1.95","3,61,163","8,08,826.75","282"
"11-Jul-2023","EQ","2.20","2.30","2.20","2.20","2.25","2.20","2.24","3.90","1.95","6,24,250","14,00,739.65","279"
"10-Jul-2023","EQ","2.25","2.30","2.20","2.25","2.25","2.20","2.23","3.90","1.95","3,56,504","7,95,274.20","338"
"07-Jul-2023","EQ","2.25","2.30","2.15","2.20","2.25","2.25","2.25","3.90","1.95","6,30,477","14,17,845.45","380"
"06-Jul-2023","EQ","2.20","2.30","2.10","2.15","2.20","2.20","2.21","3.90","1.95","24,33,705","53,66,379.65","623"
"05-Jul-2023","EQ","2.25","2.25","2.10","2.15","2.15","2.15","2.16","3.90","1.95","19,62,850","42,37,190.25","535"
"04-Jul-2023","EQ","2.25","2.25","2.15","2.25","2.20","2.15","2.19","3.90","1.95","5,91,685","12,97,911.90","442"
"03-Jul-2023","EQ","2.20","2.30","2.15","2.20","2.25","2.25","2.22","3.90","1.95","9,03,249","20,05,904.80","402"
"30-Jun-2023","EQ","2.25","2.30","2.20","2.20","2.20","2.20","2.23","3.90","1.95","5,00,497","11,17,912.35","279"
"28-Jun-2023","EQ","2.30","2.30","2.20","2.25","2.20","2.20","2.25","3.90","1.95","5,94,569","13,39,359.05","371"
"27-Jun-2023","EQ","2.25","2.35","2.20","2.30","2.25","2.25","2.27","3.90","1.95","8,77,618","19,90,172.50","387"
"26-Jun-2023","EQ","2.25","2.30","2.25","2.30","2.30","2.30","2.27","3.90","1.95","1,70,580","3,87,713.00","228"
"23-Jun-2023","EQ","2.30","2.30","2.25","2.30","2.30","2.30","2.27","3.90","1.95","2,10,763","4,79,133.95","227"
"22-Jun-2023","EQ","2.35","2.35","2.25","2.30","2.30","2.30","2.28","3.90","1.95","2,53,376","5,76,597.65","285"
"21-Jun-2023","EQ","2.35","2.35","2.30","2.30","2.30","2.30","2.32","3.90","1.95","1,97,407","4,57,317.90","327"
"20-Jun-2023","EQ","2.40","2.40","2.15","2.40","2.30","2.30","2.30","3.90","1.95","24,95,385","57,46,108.85","709"
"19-Jun-2023","EQ","2.40","2.45","2.35","2.40","2.40","2.40","2.39","3.90","1.95","6,07,207","14,51,600.20","394"
"16-Jun-2023","EQ","2.40","2.40","2.35","2.35","2.40","2.40","2.38","3.90","1.95","3,12,408","7,43,915.10","260"
"15-Jun-2023","EQ","2.40","2.45","2.35","2.40","2.40","2.35","2.39","3.90","1.95","3,41,881","8,15,618.25","272"
"14-Jun-2023","EQ","2.40","2.45","2.35","2.35","2.45","2.40","2.39","3.90","1.95","3,73,454","8,91,923.10","307"
"13-Jun-2023","EQ","2.35","2.45","2.35","2.35","2.40","2.35","2.41","3.90","1.95","7,19,051","17,30,814.25","401"
"12-Jun-2023","EQ","2.35","2.40","2.30","2.30","2.40","2.35","2.35","3.90","1.95","3,81,720","8,95,830.80","346"
"09-Jun-2023","EQ","2.35","2.40","2.30","2.40","2.30","2.30","2.34","3.90","1.95","3,75,406","8,79,494.40","350"
"08-Jun-2023","EQ","2.40","2.40","2.35","2.40","2.35","2.40","2.37","3.90","1.95","2,05,475","4,87,936.05","240"
"07-Jun-2023","EQ","2.40","2.45","2.35","2.35","2.40","2.40","2.38","3.90","1.95","7,67,611","18,29,052.10","463"
"06-Jun-2023","EQ","2.45","2.45","2.35","2.40","2.40","2.35","2.39","3.90","1.95","4,52,313","10,82,131.90","320"
"05-Jun-2023","EQ","2.30","2.50","2.25","2.30","2.40","2.40","2.36","3.90","1.95","20,83,330","49,22,341.00","620"
"02-Jun-2023","EQ","2.20","2.30","2.20","2.20","2.30","2.30","2.26","3.90","1.95","4,87,165","11,02,286.05","253"
"01-Jun-2023","EQ","2.25","2.25","2.20","2.20","2.25","2.20","2.22","3.90","1.95","69,297","1,53,784.65","335"
"31-May-2023","EQ","2.15","2.25","2.15","2.20","2.25","2.20","2.22","3.90","1.95","1,83,046","4,06,120.80","261"
"30-May-2023","EQ","2.20","2.25","2.15","2.20","2.20","2.20","2.21","3.90","1.95","3,47,098","7,65,867.20","272"
"29-May-2023","EQ","2.25","2.30","2.20","2.20","2.20","2.20","2.24","3.90","1.95","4,71,920","10,58,235.05","322"
"26-May-2023","EQ","2.25","2.25","2.20","2.20","2.25","2.20","2.23","3.90","1.95","1,48,924","3,31,799.25","227"
"25-May-2023","EQ","2.20","2.25","2.15","2.20","2.20","2.20","2.20","3.90","1.95","6,06,984","13,34,498.90","315"
"24-May-2023","EQ","2.25","2.25","2.15","2.20","2.25","2.20","2.21","3.90","1.95","4,61,306","10,19,738.25","357"
"23-May-2023","EQ","2.20","2.25","2.20","2.20","2.20","2.20","2.22","3.90","1.95","1,97,107","4,38,252.40","283"
"22-May-2023","EQ","2.25","2.30","2.15","2.30","2.25","2.20","2.22","3.90","1.95","9,52,380","21,15,820.20","628"
"19-May-2023","EQ","2.30","2.30","2.20","2.25","2.30","2.30","2.26","3.90","1.95","2,77,924","6,29,302.55","283"
"18-May-2023","EQ","2.25","2.30","2.20","2.25","2.30","2.25","2.25","3.90","1.95","3,96,806","8,94,639.95","379"
"17-May-2023","EQ","2.25","2.30","2.20","2.25","2.25","2.25","2.26","3.90","1.95","3,35,006","7,57,760.70","329"
"16-May-2023","EQ","2.25","2.30","2.20","2.25","2.30","2.25","2.26","3.90","1.95","3,56,060","8,03,378.75","325"
"15-May-2023","EQ","2.30","2.30","2.25","2.30","2.30","2.25","2.27","3.90","1.95","1,87,823","4,25,743.85","273"
"12-May-2023","EQ","2.35","2.35","2.25","2.30","2.30","2.30","2.30","3.90","1.95","2,28,692","5,26,221.35","265"
"11-May-2023","EQ","2.35","2.35","2.25","2.30","2.25","2.30","2.31","3.90","1.95","3,17,833","7,33,915.25","299"
"10-May-2023","EQ","2.35","2.35","2.30","2.30","2.35","2.30","2.32","3.90","1.95","2,34,120","5,43,026.25","240"
"09-May-2023","EQ","2.35","2.35","2.30","2.30","2.35","2.30","2.32","3.90","1.95","4,88,131","11,31,704.45","368"
"08-May-2023","EQ","2.35","2.40","2.30","2.35","2.35","2.30","2.35","3.90","1.95","2,21,692","5,20,000.80","311"
"05-May-2023","EQ","2.35","2.40","2.30","2.30","2.35","2.35","2.34","3.90","1.95","2,36,450","5,54,361.00","364"
"04-May-2023","EQ","2.40","2.40","2.30","2.35","2.35","2.30","2.36","3.90","1.95","4,10,433","9,68,314.70","301"
"03-May-2023","EQ","2.35","2.40","2.35","2.35","2.40","2.35","2.39","3.90","1.95","2,51,373","6,00,660.20","230"
"02-May-2023","EQ","2.40","2.50","2.35","2.35","2.40","2.35","2.39","3.90","1.95","11,43,642","27,38,874.60","488"
"28-Apr-2023","EQ","2.30","2.40","2.30","2.30","2.35","2.35","2.35","3.90","1.95","4,24,859","9,97,134.05","315"
"27-Apr-2023","EQ","2.35","2.35","2.30","2.35","2.35","2.30","2.33","3.90","1.95","1,75,212","4,08,430.90","288"
"26-Apr-2023","EQ","2.35","2.35","2.30","2.35","2.35","2.35","2.32","3.90","1.95","1,16,816","2,70,942.55","179"
"25-Apr-2023","EQ","2.35","2.40","2.30","2.30","2.30","2.35","2.34","3.90","1.95","2,28,817","5,35,476.75","226"
"24-Apr-2023","EQ","2.40","2.45","2.30","2.40","2.35","2.30","2.34","3.90","1.95","4,29,809","10,07,505.45","374"
"21-Apr-2023","EQ","2.45","2.45","2.35","2.40","2.40","2.40","2.38","3.90","1.95","1,57,915","3,75,949.40","225"
"20-Apr-2023","EQ","2.40","2.50","2.35","2.40","2.40","2.40","2.43","3.90","1.95","3,57,146","8,66,396.75","308"
"19-Apr-2023","EQ","2.45","2.45","2.35","2.45","2.40","2.40","2.40","3.90","1.95","3,39,433","8,14,300.45","331"
"18-Apr-2023","EQ","2.45","2.50","2.35","2.45","2.40","2.45","2.41","3.90","1.95","2,44,412","5,89,068.85","342"
"17-Apr-2023","EQ","2.45","2.50","2.40","2.45","2.45","2.45","2.44","3.90","1.95","1,18,018","2,87,859.05","326"
"13-Apr-2023","EQ","2.50","2.50","2.40","2.45","2.50","2.45","2.47","3.90","1.95","3,27,447","8,07,417.20","281"
"12-Apr-2023","EQ","2.50","2.55","2.45","2.45","2.45","2.45","2.50","3.90","1.95","2,78,195","6,95,365.80","358"
